id	ConceptA	ConceptB_Pre	Prerequisite	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil
276	Algorithm	Polynomial	1	15.0	1345.0	41.4	9595.0	447.0	15.0	0.00815762	15.1	913.0	-206.09	6722.0	257.0	16.0	0.003345448	0.002	0.144	0.172158086	0.419794344	0.0014044	3.7994e-05	1.2332e-05	1e-08	0.000777605	0.000252398	109.5173	3540	422	1012	274	11	1	0.03079	0.41245	7.15319	0.0	0.30044	0.5	0.2
277	Parallel_computing	Central_processing_unit	1	16.1	1031.0	16.83	6451.0	307.0	16.5	0.016373113	16.2	1043.0	38.15	7068.0	282.0	16.7	0.039248369	0.002	0.072	0.741108547	0.309165812	0.012134254	1.169e-05	3.0361e-05	1.9e-08	0.000631712	0.001640689	-145.5697	861	358	2832	334	50	2	0.13705	0.36953	7.8227	0.0	0.33333	0.33333	0.33333
278	String_searching_algorithm	Algorithm	1	14.0	196.0	40.99	1443.0	63.0	15.4	0.012546176	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157328	0.088	0.7	0.650219604	1.000054165	0.00815777	1.477e-06	3.7994e-05	1e-08	0.000252398	0.006493506	-195.81397	78	76	3540	422	7	1	0.16667	0.50964	7.78304	0.0	0.33631	0.42857	0.25
279	Object-oriented_programming	Object_(computer_science)	1	14.4	904.0	42.61	5461.0	300.0	16.0	0.013527766	14.3	166.0	42.61	1330.0	68.0	15.2	0.034475592	0.104	0.036	0.865282312	0.339525321	0.011705336	1.9045e-05	4.996e-06	1.9e-08	0.003838772	0.001007049	52.822	1644	342	404	117	22	2	0.09732	0.24898	10.13825	1.0	0.59772	1.0	0.33333
280	Application_software	Computer	1	16.9	329.0	24.17	1538.0	69.0	19.7	0.028680205	15.0	1086.0	41.7	8043.0	367.0	15.0	0.012718699	0.0	0.17	0.310109472	0.699285607	0.008894003	2.0359e-05	6.193e-05	1e-08	0.000154847	0.000471032	-170.995	1909	214	5688	770	41	1	0.07177	0.47746	5.88326	0.0	0.28571	0.42857	0.0
281	String_searching_algorithm	Regular_expression	1	14.0	196.0	40.99	1443.0	63.0	15.4	0.012544874	14.1	955.0	35.37	6092.0	298.0	14.1	0.025228794	0.020618557	0.032	0.518069243	0.257606979	0.006499113	1.477e-06	8.151e-06	1.9e-08	0.002352941	0.012987013	-29.73797	78	76	575	275	10	2	0.07692	0.41472	9.28967	0.0	0.44365	0.66667	0.33333
282	Complexity	Mathematics	1	16.3	333.0	22.95	2798.0	122.0	16.8	0.009003343	16.2	727.0	24.48	5136.0	239.0	16.8	0.005182277	0.001	0.06	0.140929187	0.244841005	0.001268834	4.718e-06	0.000198152	1e-08	4.8396e-05	0.00203252	-924.0947	326	166	20104	559	12	1	0.10429	0.6668	4.60107	0.0	0.27349	0.6	0.0
283	Artificial_neural_network	Machine_learning	1	14.4	1964.0	-126.8	10800.0	549.0	17.5	0.017382286	15.9	581.0	31.21	3811.0	160.0	17.7	0.01351713	0.014	0.144	0.37058344	0.476549928	0.006441587	1.3205e-05	1.5161e-05	2.9e-08	0.001897533	0.002178649	-3.6875	1070	307	1294	287	40	3	0.17757	0.22885	9.32637	0.0	0.16841	0.6	0.0
284	Parsing	Data_structure	1	13.4	424.0	50.26	3129.0	146.0	14.0	0.000367904	14.2	197.0	41.7	1091.0	49.0	15.6	0.051437032	0.007	0.008	0.962576937	0.00688484	0.000354136	6.588e-06	7.269e-06	1e-08	0.001319261	0.001455604	-25.8705	514	173	599	159	5	1	0.03113	0.39739	7.92549	0.0	0.48519	0.55556	0.4
285	Analysis_of_algorithms	Turing_machine	1	15.7	705.0	-525.7	3418.0	98.0	20.7	0.071723099	13.1	1444.0	27.52	8087.0	435.0	14.0	0.005844376	0.0	0.172	0.080901791	0.992839496	0.005802527	3.462e-06	6.905e-06	1e-08	0.001388889	0.002770083	-14.4855	251	110	450	270	12	1	0.04781	0.36859	8.95717	0.0	0.34254	0.6	0.0
286	Martingale_(probability_theory)	Expected_value	1	13.3	569.0	-287.44	2705.0	108.0	14.7	0.028131423	13.2	2167.0	-655.79	8462.0	293.0	21.1	0.03915828	0.002	0.002	0.774991495	0.556756148	0.021801613	2.263e-06	8.938e-06	1e-08	0.001072961	0.004237288	-72.9307	117	119	773	159	10	1	0.21368	0.32383	10.3367	0.0	0.35397	0.6	0.0
287	Monte_Carlo_method	Statistical_inference	1	14.1	1201.0	36.69	6522.0	425.0	14.5	0.031892557	15.7	677.0	21.5	3336.0	267.0	16.7	0.020017869	0.001	0.042	0.423937777	0.675419532	0.01352046	9.494e-06	4.315e-06	0.0	0.0	0.0	6.9892	697	293	263	187	10	0	0.02009	0.39931	8.48095	0.0	0.33793	0.66667	0.0
288	Parametric_polymorphism	Data_type	1	14.0	236.0	11.11	1258.0	75.0	15.1	0.003866284	13.2	337.0	44.64	2435.0	141.0	12.9	0.052707468	0.0125	0.1	0.933547882	0.068479129	0.003609361	1.573e-06	5.668e-06	0.0	0.0	0.0	-37.8561	95	69	420	171	11	0	0.17895	0.29682	10.96089	0.0	0.56019	0.75	0.5
289	Finite_difference	Boundary_value_problem	1	14.1	892.0	-841.5	4176.0	139.0	20.3	0.029486684	13.7	205.0	-102.74	999.0	48.0	17.2	0.04260005	0.005	0.052	0.828728207	0.573624837	0.024436447	4.43e-06	4.009e-06	1e-08	0.002392344	0.002164502	-3.4386	319	143	324	94	4	1	0.04702	0.3203	9.40716	0.0	0.35179	0.71429	0.14286
290	Java_(programming_language)	Compiler	1	13.2	944.0	43.83	4940.0	237.0	13.8	0.012534467	15.1	993.0	35.27	5714.0	292.0	15.1	0.000423836	0.072	0.072	0.027204894	0.804553409	0.000340999	6.0597e-05	1.9199e-05	1.9e-08	0.000999001	0.000316506	88.389	5854	465	1710	292	19	2	0.04424	0.39398	6.91935	0.0	0.29645	0.55556	0.0
291	Concurrency_control	Algorithm_design	1	15.8	581.0	26.1	3897.0	162.0	17.2	0.030724691	16.7	64.0	32.43	261.0	10.0	17.7	0.024284808	0.008	0.074	0.481041673	0.608605049	0.014779857	2.023e-06	6.23e-07	0.0	0.0	0.0	5.24012	86	125	19	46	0	0	0.0	0.0	0.0	0.0	0.30556	0.55556	0.11111
292	Best,_worst_and_average_case	Computer_science	1	15.6	139.0	40.28	1135.0	49.0	15.2	0.070673197	17.5	668.0	22.85	4178.0	178.0	18.8	0.032099788	0.0	0.006	0.45133114	0.993683025	0.031897015	1.736e-06	8.648e-05	1e-08	0.000110889	0.005524862	-326.06473	130	51	8602	416	4	1	0.20769	0.54942	6.81959	0.0	0.35625	0.4	0.25
293	Model_checking	Computer_science	1	15.1	396.0	26.1	1979.0	85.0	15.9	0.036207191	17.5	668.0	22.85	4178.0	178.0	18.8	0.032099812	0.007	0.056	0.592966418	0.668840327	0.021469649	2.858e-06	8.648e-05	1e-08	0.000110889	0.003355705	-326.84817	162	136	8602	416	10	1	0.21605	0.53593	6.87651	0.0	0.375	0.5	0.33333
294	Machine_translation	Artificial_intelligence	1	14.9	831.0	41.7	5440.0	245.0	15.9	0.009819298	14.9	2056.0	41.7	13445.0	625.0	15.8	0.007590138	0.0	0.168	0.268967739	0.347961314	0.002641074	6.272e-06	4.8121e-05	1.9e-08	0.000398565	0.003058104	-130.7921	418	236	4442	576	10	2	0.10048	0.49997	6.7255	0.0	0.191	0.6	0.0
295	Parsing	Context-free_language	1	13.4	424.0	50.26	3129.0	146.0	14.0	0.000367904	13.1	279.0	-469.97	1374.0	48.0	20.6	0.034108643	0.088	0.02	0.911814536	0.009835045	0.00033546	6.588e-06	1.697e-06	1.9e-08	0.011299435	0.002911208	32.37434	514	173	104	73	8	2	0.03891	0.30301	10.7734	0.0	0.39309	0.66667	0.14286
296	Machine_learning	Artificial_intelligence	1	15.9	581.0	31.21	3811.0	160.0	17.7	0.013517446	14.9	2056.0	41.7	13445.0	625.0	15.8	0.007590146	0.013	0.262	0.259710734	0.462524156	0.003510626	1.5161e-05	4.8121e-05	1.9e-08	0.000398565	0.001265022	-89.9581	1294	287	4442	576	53	2	0.19861	0.34783	7.70854	1.0	0.2644	1.0	0.0
297	Discrete_mathematics	Mathematical_proof	1	15.8	535.0	9.79	2748.0	164.0	17.2	0.011174669	14.6	522.0	-8.56	3560.0	168.0	14.8	0.013846041	0.009	0.088	0.563485664	0.454770127	0.006296766	5.84e-06	5.725e-06	1e-08	0.001675042	0.001642036	-15.7126	295	314	359	238	20	1	0.03051	0.38113	8.63505	0.0	0.225	0.5	0.0
298	Computer_graphics	Computer_programming	1	15.0	1178.0	40.08	7547.0	332.0	15.9	0.013194815	15.8	357.0	33.65	2294.0	104.0	16.5	0.014122066	0.008	0.378	0.96714428	0.903641841	0.01276129	1.7472e-05	1.6082e-05	0.0	0.0	0.0	-10.2098	1382	440	1410	267	10	0	0.02533	0.45477	6.39279	0.0	0.40278	0.55556	0.25
299	PSPACE	Turing_machine	1	13.3	190.0	-202.53	834.0	50.0	14.5	2.1216e-05	13.1	1444.0	27.52	8087.0	435.0	14.0	0.005844423	0.011	0.036	0.619933061	0.002250464	1.3153e-05	1.611e-06	6.905e-06	1e-08	0.001388889	0.005952381	-26.90511	102	66	450	270	3	1	0.33333	0.24064	11.75879	0.0	0.31917	0.42857	0.0
301	Randomized_algorithm	Random_variable	1	14.2	468.0	-84.09	2967.0	136.0	13.8	0.01141466	13.6	903.0	-385.37	5092.0	184.0	19.2	0.025529467	0.044	0.118	0.623997993	0.279000144	0.007122725	3.376e-06	8.899e-06	1e-08	0.001077586	0.002840909	-60.4348	225	127	757	171	3	1	0.04	0.44578	7.94953	0.0	0.41409	0.66667	0.25
302	Information_theory	Conditional_probability	1	16.5	745.0	-98.54	4503.0	159.0	18.1	0.044037336	13.7	662.0	-612.67	3340.0	115.0	17.9	0.013504956	0.003	0.066	0.266610181	0.869369906	0.011740802	1.0904e-05	2.685e-06	1e-08	0.003571429	0.000879507	39.4647	822	315	172	108	7	1	0.01703	0.39886	8.85563	0.0	0.31389	0.66667	0.0
303	Semantics_(computer_science)	Programming_language	1	18.0	149.0	22.34	937.0	37.0	19.1	0.032289314	14.9	684.0	41.8	6037.0	277.0	15.8	0.01163824	0.059	0.032	0.246306834	0.683357536	0.007953079	2.33e-06	2.805e-05	1.9e-08	0.000683761	0.008230453	-153.3598	127	116	2530	395	16	2	0.33858	0.38755	9.29019	0.0	0.48165	0.75	0.33333
304	Hash_table	Best,_worst_and_average_case	1	13.2	790.0	48.43	6355.0	274.0	14.0	0.031438573	15.6	139.0	40.28	1135.0	49.0	15.2	0.070673521	0.01	0.004	0.994970887	0.442605156	0.031280465	4.996e-06	1.736e-06	1e-08	0.005524862	0.001919386	13.72023	313	208	130	51	7	1	0.02236	0.36225	9.6525	0.0	0.46064	0.75	0.25
305	Object_(computer_science)	Computer_science	1	14.3	166.0	42.61	1330.0	68.0	15.2	0.034471434	17.5	668.0	22.85	4178.0	178.0	18.8	0.032100459	0.049	0.11	0.93121913	1.0	0.032100459	4.996e-06	8.648e-05	1e-08	0.000110889	0.001919386	-299.9717	404	117	8602	416	5	1	0.14109	0.53614	6.26175	0.0	0.27756	0.5	0.09091
306	Data_structure	Computer_science	1	14.2	197.0	41.7	1091.0	49.0	15.6	0.051438231	17.5	668.0	22.85	4178.0	178.0	18.8	0.032100459	0.0	0.08	0.529641288	0.848704728	0.027243811	7.269e-06	8.648e-05	1.9e-08	0.000221779	0.002638522	-269.0904	599	159	8602	416	7	2	0.29048	0.43519	7.30361	0.0	0.44048	0.66667	0.33333
307	Recursion	Control_flow	1	14.6	367.0	-36.07	2522.0	108.0	15.7	0.00054494	13.7	737.0	40.69	5097.0	208.0	15.3	0.035203376	0.0	0.016	0.486049778	0.007523938	0.000264868	6.416e-06	5.687e-06	1e-08	0.001686341	0.001494768	8.3453	500	169	392	201	9	1	0.042	0.3377	8.96935	0.0	0.32409	0.75	0.09091
308	C++	Object-oriented_programming	1	12.1	878.0	64.34	5771.0	234.0	13.7	0.04138722	14.4	904.0	42.61	5461.0	300.0	16.0	0.013525572	0.115789474	0.076	0.220346567	0.674243684	0.009119532	6.1355e-05	1.9045e-05	3.8e-08	0.002014099	0.000625195	83.6017	6037	361	1644	342	41	4	0.0646	0.34444	7.52225	0.0	0.40175	0.75	0.0
309	Operating_system	Computer	1	14.7	1271.0	40.58	8814.0	374.0	15.2	0.038305085	15.0	1086.0	41.7	8043.0	367.0	15.0	0.012718999	0.0	0.084	0.259213364	0.780658124	0.00992919	5.283e-05	6.193e-05	1e-08	0.000154847	0.000181521	39.632	5021	488	5688	770	96	1	0.09759	0.35859	6.3267	0.0	0.27778	0.5	0.0
310	Authentication	Information_security	1	16.4	468.0	30.5	3762.0	152.0	17.5	0.000376251	16.5	1357.0	24.88	9110.0	418.0	17.4	0.036849171	0.092	0.036	0.943695347	0.009635678	0.000355067	7.998e-06	9.484e-06	1e-08	0.001011122	0.001199041	11.071	631	203	676	313	16	1	0.05705	0.3291	8.62508	0.0	0.39398	0.66667	0.0
311	Deadlock	Operating_system	1	12.6	191.0	47.89	1501.0	105.0	12.4	0.000179403	14.7	1271.0	40.58	8814.0	374.0	15.2	0.038305085	0.0	0.004	0.922992348	0.00432287	0.000165588	3.241e-06	5.283e-05	1e-08	0.000181521	0.00295858	-310.4393	220	118	5021	488	8	1	0.17273	0.4901	7.33034	0.0	0.38889	0.55556	0.33333
312	Functional_programming	Computer_science	1	15.7	845.0	33.34	4715.0	228.0	17.1	0.017587292	17.5	668.0	22.85	4178.0	178.0	18.8	0.032101137	0.012	0.098	0.659502345	0.361322419	0.011598861	1.0021e-05	8.648e-05	1e-08	0.000110889	0.000956938	-289.6224	770	275	8602	416	16	1	0.15325	0.49231	6.381	0.0	0.36202	0.66667	0.23077
313	System_call	Operating_system	1	15.0	282.0	44.88	1842.0	62.0	17.0	0.039789135	14.7	1271.0	40.58	8814.0	374.0	15.2	0.038305085	0.024	0.486	0.927879787	0.963828538	0.036919534	3.74e-06	5.283e-05	1.9e-08	0.000363042	0.005128205	-305.762	249	141	5021	488	39	2	0.45382	0.38553	8.72395	0.0	0.43519	0.75	0.0
314	Lisp_(programming_language)	Scope_(computer_science)	1	13.4	1160.0	52.19	6879.0	355.0	13.3	0.011650296	14.0	935.0	44.17	8658.0	312.0	16.1	0.035055311	0.007	0.01	0.734563378	0.244125075	0.008557881	1.333e-05	3.587e-06	1.9e-08	0.005347594	0.001438849	31.6028	904	486	221	153	27	2	0.0531	0.29473	10.13441	0.0	0.35931	0.5	0.0
315	Computational_problem	Computer_science	1	14.5	136.0	44.64	821.0	37.0	13.5	0.028120692	17.5	668.0	22.85	4178.0	178.0	18.8	0.032101398	0.06	0.144	0.602517394	0.527802759	0.016943206	1.18e-06	8.648e-05	1e-08	0.000110889	0.008130081	-326.26609	68	55	8602	416	8	1	0.19118	0.58307	6.70005	0.0	0.28598	0.5	0.0
316	Gradient_descent	Mathematical_optimization	1	12.8	715.0	-701.67	3468.0	136.0	17.9	0.006784953	15.1	1130.0	-14.18	5383.0	354.0	16.5	0.012044805	0.005	0.11	0.356868669	0.201027521	0.002421337	2.244e-06	1.216e-05	1.9e-08	0.001577287	0.008547009	-49.02614	137	97	940	328	21	2	0.35766	0.283	10.79769	0.0	0.39391	0.6	0.25
317	Algorithm	Problem_solving	1	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157659	15.9	681.0	37.34	5462.0	206.0	18.0	0.026886685	0.021	0.216	0.673902552	0.204468023	0.005497467	3.7994e-05	7.701e-06	1e-08	0.00124533	0.000252398	164.2498	3540	422	504	299	13	1	0.00904	0.51513	6.39072	0.0	0.26932	0.6	0.0
318	Perl	Compiler	1	12.8	1180.0	52.9	6746.0	328.0	12.7	0.000290716	15.1	993.0	35.27	5714.0	292.0	15.1	0.000402328	0.001	0.01	0.049883298	0.03604487	1.4502e-05	2.2929e-05	1.9199e-05	1e-08	0.0004995	0.000418235	-11.3536	1925	466	1710	292	28	1	0.05818	0.35938	7.31446	1.0	0.39732	1.0	0.0
319	Pattern_recognition	Probability	1	16.5	643.0	-173.57	3567.0	138.0	20.8	0.019622389	15.0	566.0	-69.0	3488.0	148.0	16.0	0.0118285	0.0	0.03	0.268268283	0.445032325	0.005264065	6.252e-06	1.59e-05	1e-08	0.000603136	0.001533742	-88.2225	460	192	1381	277	11	1	0.02609	0.51431	6.46551	0.0	0.18871	0.5	0.0
320	Java_(programming_language)	Scope_(computer_science)	1	13.2	946.0	43.83	4944.0	237.0	13.8	0.012534467	14.0	935.0	44.17	8658.0	312.0	16.1	0.036810423	0.01	0.006	0.729985497	0.248570338	0.009149979	6.0597e-05	3.587e-06	1e-08	0.002673797	0.000158253	172.4863	5854	465	221	153	21	1	0.00854	0.47819	7.49828	0.0	0.34249	0.5	0.0
321	Machine_learning	Computer	1	15.9	581.0	31.21	3811.0	160.0	17.7	0.01351844	15.0	1086.0	41.7	8043.0	367.0	15.0	0.012719149	0.0	0.188	0.398750641	0.423808741	0.005390487	1.5161e-05	6.193e-05	1e-08	0.000154847	0.000632511	-226.2441	1294	287	5688	770	11	1	0.02241	0.64431	4.20418	0.0	0.08466	0.14286	0.0
322	Volume_rendering	Computer_graphics	1	14.2	351.0	42.51	2284.0	107.0	14.8	0.023273315	15.0	1178.0	40.08	7547.0	332.0	15.9	0.013195588	0.03	0.072	0.259089098	0.456960489	0.006029862	1.899e-06	1.7472e-05	1.9e-08	0.001097695	0.01010101	-73.82909	85	113	1382	440	21	2	0.12941	0.44279	8.77503	0.0	0.0	0.0	0.0
323	Computer_network	Data_(computing)	1	14.2	1314.0	43.63	7742.0	383.0	15.0	0.021407475	13.6	253.0	44.44	2130.0	117.0	12.1	0.046894983	0.021	0.008	0.825368545	0.376779251	0.017669057	2.852e-05	2.915e-06	1.9e-08	0.006578947	0.000672495	147.1899	2537	437	157	147	7	2	0.00907	0.45653	8.07756	0.0	0.39048	0.6	0.14286
324	Complexity_class	Computational_complexity_theory	1	13.7	266.0	-7.95	1700.0	80.0	14.2	0.022160712	14.3	839.0	7.45	5500.0	227.0	14.6	0.030922928	0.062	0.33	0.747909443	0.535984354	0.016574206	2.771e-06	9.734e-06	1.9e-08	0.001970443	0.006920415	-43.0279	165	124	788	227	57	2	0.68485	0.18943	11.98934	1.0	0.69841	1.0	0.42857
325	Concurrency_control	Computer_science	1	15.8	581.0	26.1	3897.0	162.0	17.2	0.03072679	17.5	668.0	22.85	4178.0	178.0	18.8	0.032102013	0.01	0.082	0.576984665	0.552267133	0.017728887	2.023e-06	8.648e-05	1e-08	0.000110889	0.004739336	-326.88985	86	125	8602	416	8	1	0.23256	0.55612	6.98274	0.0	0.27778	0.42857	0.11111
326	Python_(programming_language)	Computer	1	12.9	1109.0	46.67	5832.0	321.0	12.9	0.011835735	15.0	1086.0	41.7	8043.0	367.0	15.0	0.012719425	0.006	0.002	0.408103786	0.37975051	0.004830208	4.0047e-05	6.193e-05	1e-08	0.000154847	0.000239464	-158.569	3644	532	5688	770	33	1	0.01839	0.62052	3.91861	0.0	0.20115	0.5	0.0
327	Recursively_enumerable_set	Algorithm	1	14.1	185.0	-133.23	1224.0	65.0	14.0	0.034579488	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157746	0.006	0.178	0.199233986	0.844523624	0.006889409	1.822e-06	3.7994e-05	1e-08	0.000252398	0.005263158	-190.5454	126	64	3540	422	10	1	0.19048	0.4746	7.97568	0.0	0.45988	0.6	0.27273
328	Randomized_algorithm	Randomization	1	14.2	468.0	-84.09	2967.0	136.0	13.8	0.011415362	17.2	112.0	22.24	587.0	24.0	20.0	0.000730222	0.114	0.108	0.050168301	0.784267963	0.000572689	3.376e-06	1.429e-06	1e-08	0.006711409	0.002840909	5.79731	225	127	87	62	2	1	0.03111	0.31858	10.70816	0.0	0.41964	0.66667	0.25
329	Compiler	Programming_language	1	15.1	993.0	35.27	5714.0	292.0	15.1	0.000402336	14.9	684.0	41.8	6037.0	277.0	15.8	0.011639321	0.098	0.062	0.793383406	0.027424849	0.000319207	1.9199e-05	2.805e-05	1.9e-08	0.000683761	0.000999001	-62.715	1710	292	2530	395	47	2	0.23567	0.23212	8.76747	0.0	0.3953	0.75	0.11111
330	Analysis_of_algorithms	Combinatorics	1	15.7	705.0	-525.7	3418.0	98.0	20.7	0.071728006	15.4	465.0	28.43	2514.0	129.0	16.0	0.000365158	0.001	0.016	0.005065242	0.994965537	0.00036332	3.462e-06	1.1383e-05	1e-08	0.00084246	0.002770083	-29.9929	251	110	916	271	6	1	0.05976	0.41818	8.25367	0.0	0.2381	0.33333	0.14286
331	Java_(programming_language)	Data_structure	1	13.2	944.0	43.83	4940.0	237.0	13.8	0.012534475	14.2	197.0	41.7	1091.0	49.0	15.6	0.053672607	0.005	0.0	0.852409815	0.199068208	0.01068451	6.0597e-05	7.269e-06	1.9e-08	0.002638522	0.000316506	127.0524	5854	465	599	159	18	2	0.01606	0.46095	6.9705	0.0	0.3315	0.5	0.0
332	Software_engineering	Data_structure	1	16.5	496.0	25.08	2767.0	132.0	18.2	0.019963049	14.2	197.0	41.7	1091.0	49.0	15.6	0.05144295	0.0	0.082	0.877249064	0.340426942	0.017512566	1.3924e-05	7.269e-06	0.0	0.0	0.0	1.1984	1260	192	599	159	4	0	0.0254	0.4098	7.63191	0.0	0.38095	0.42857	0.33333
333	Parallel_algorithm	Algorithm	1	18.1	89.0	27.76	636.0	24.0	19.4	0.017057943	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157888	0.09	0.728	0.478245706	1.0	0.008157888	1.486e-06	3.7994e-05	2.9e-08	0.000757193	0.019354839	-197.83384	90	65	3540	422	6	3	0.27778	0.45614	8.52	0.0	0.35397	0.6	0.14286
334	Interaction_design	User_interface	1	13.6	364.0	39.74	1580.0	125.0	15.0	0.03002188	15.5	533.0	41.19	3341.0	149.0	15.9	0.011029769	0.07	0.13	0.265074202	0.7215043	0.007958026	3.337e-06	1.7348e-05	1e-08	0.000552792	0.002873563	-74.9628	233	115	1583	226	12	1	0.12446	0.40372	8.52288	0.0	0.28229	0.66667	0.0
335	Web_search_engine	Algorithm	1	11.8	588.0	61.56	3385.0	189.0	12.4	0.018341855	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008157888	0.001	0.08	0.212990119	0.478878089	0.003906634	1.7396e-05	3.7994e-05	1e-08	0.000252398	0.000551268	-112.843	1590	224	3540	422	2	1	0.03522	0.51916	5.54054	0.0	0.24718	0.45455	0.0
336	Software	Operating_system	1	15.0	415.0	40.18	2951.0	127.0	16.5	0.013466429	14.7	1271.0	40.58	8814.0	374.0	15.2	0.038307783	0.0	0.104	0.75228136	0.264451305	0.010130543	9.4277e-05	5.283e-05	2.9e-08	0.000544563	0.000305157	-55.379	9563	268	5021	488	38	3	0.05542	0.4231	5.69037	0.0	0.5	0.5	0.5
337	Packet_switching	Computer_network	1	13.6	1321.0	44.54	6139.0	287.0	14.7	0.004003365	14.2	1314.0	43.63	7742.0	383.0	15.0	0.020456333	0.0	0.142	0.601569583	0.117728963	0.002408303	6.617e-06	2.852e-05	1.9e-08	0.000672495	0.002898551	-141.8661	383	307	2537	437	55	2	0.21149	0.36601	8.60727	1.0	0.49654	1.0	0.27273
338	Routing	Computer	1	14.1	342.0	48.33	2651.0	115.0	15.4	0.000834638	15.0	1086.0	41.7	8043.0	367.0	15.0	0.013440763	0.002	0.046	0.69009491	0.042853185	0.000575979	5.198e-06	6.193e-05	1e-08	0.000154847	0.001845018	-255.2281	371	171	5688	770	7	1	0.04313	0.62205	5.14855	0.0	0.21978	0.42857	0.0
339	Rendering_(computer_graphics)	Shading	1	15.8	458.0	-31.67	3707.0	138.0	17.9	0.015153694	12.1	217.0	52.7	1708.0	91.0	13.0	0.000623225	0.059633028	0.012	0.01802808	0.438352176	0.000273192	7.49e-06	2.206e-06	1.9e-08	0.008695652	0.002560819	19.6549	583	198	144	86	11	2	0.03945	0.31118	10.32382	0.0	0.0	0.0	0.0
340	Operating_system	Computing	1	14.7	1271.0	40.58	8814.0	374.0	15.2	0.040095899	17.2	399.0	23.46	2681.0	121.0	18.3	0.008040185	0.0	0.066	0.154890671	0.77243011	0.006210481	5.283e-05	1.7453e-05	1e-08	0.000549451	0.000181521	206.119	5021	488	1598	222	24	1	0.04043	0.40193	6.88706	0.0	0.33333	0.33333	0.33333
341	Lazy_evaluation	Programming_language	1	13.9	329.0	44.95	2158.0	112.0	13.7	0.01905273	14.9	684.0	41.8	6037.0	277.0	15.8	0.011640488	0.019	0.082	0.276494251	0.452555779	0.00526797	2.877e-06	2.805e-05	1e-08	0.00034188	0.003333333	-154.8896	182	118	2530	395	16	1	0.32418	0.37013	9.22746	0.0	0.42374	0.55556	0.27273
342	Algorithm	Abstraction_(computer_science)	1	15.0	1345.0	41.4	9595.0	447.0	15.0	0.008159158	16.6	425.0	35.71	3588.0	132.0	18.5	0.032374834	0.005	0.002	0.744812694	0.187708904	0.006077045	3.7994e-05	3.136e-06	1e-08	0.003058104	0.000252398	184.5263	3540	422	178	149	10	1	0.00452	0.53056	6.89226	0.0	0.36652	0.71429	0.09091
343	Programming_language	Computability	1	14.9	684.0	41.8	6037.0	277.0	15.8	0.011641041	13.7	435.0	7.45	3310.0	154.0	14.1	7.2225e-05	0.009	0.026	0.004114102	0.663098099	4.7892e-05	2.805e-05	1.515e-06	1e-08	0.006329114	0.00034188	160.54708	2530	395	64	94	9	1	0.00474	0.47779	8.43757	0.0	0.46825	0.55556	0.33333
344	Autonomous_robot	Robot	1	16.0	300.0	38.76	1869.0	74.0	17.3	0.003253656	14.1	1342.0	41.6	8843.0	408.0	14.8	0.000733788	0.229	0.402	0.225527189	1.0	0.000733788	2.321e-06	2.6468e-05	2.9e-08	0.001086957	0.012396694	-72.01115	152	90	2297	463	16	3	0.23684	0.40213	8.91399	1.0	0.51468	1.0	0.14286
345	Numerical_analysis	Mathematics	1	14.5	558.0	-183.08	3035.0	159.0	15.9	0.044584966	16.2	727.0	24.48	5136.0	239.0	16.8	0.005183594	0.001	0.072	0.083123393	0.714958271	0.003706054	1.1834e-05	0.000198152	1e-08	4.8396e-05	0.000810373	-883.1675	979	255	20104	559	18	1	0.21859	0.53621	5.66864	0.0	0.1	0.2	0.0
346	Speech_recognition	Computer_science	1	14.7	1408.0	41.9	8164.0	380.0	16.0	0.009981075	17.5	668.0	22.85	4178.0	178.0	18.8	0.033799906	0.002	0.108	0.686652833	0.202767818	0.006853533	9.618e-06	8.648e-05	0.0	0.0	0.0	-296.5101	738	265	8602	416	10	0	0.05556	0.61068	4.91715	0.0	0.19634	0.42857	0.0
347	Program_analysis	Computer_science	1	15.0	148.0	40.48	1245.0	54.0	15.5	0.047254887	17.5	668.0	22.85	4178.0	178.0	18.8	0.032106676	0.011	0.104	0.549903359	0.809352573	0.025985621	9.3e-07	8.648e-05	1e-08	0.000110889	0.010309278	-330.89314	53	44	8602	416	2	1	0.20755	0.58498	6.81859	0.0	0.35714	0.42857	0.33333
